cluster,gap,nst,mag_mw,depth
0,1.6492734001224707,-0.6260239372170759,0.4416110384030276,-0.6825707970264334
1,-0.5167456470965537,-0.2145036129942235,-0.8967006329149307,1.1883837009521123
2,-0.22938687148391088,-0.034506330151723,0.9716960746300202,-0.6577127912080579
3,0.07398694196175833,1.6980821700152409,0.7223274948736144,0.9918425090551589
4,-0.9771278235037625,-0.8230482896522205,-1.2389339749917192,-0.8399426217727806
