cluster,gap,nst,mag_mw,depth
0,0.5098964283460614,1.1090835475712328,0.08593771164017343,1.9009401454479578
1,-0.6805514671472875,-0.9393000009313874,-1.1025500370321895,-0.9094139302169466
2,-1.5535636081890647,1.3284816916113409,-0.5717498042988,-0.24278503507110105
3,1.296177565203551,-0.7352361135462752,-0.2519195898061168,-0.04260138094236568
4,0.42804108178675326,-0.7630291247049115,1.8402817194969279,-0.7061397992175422
